$  
$ This file contains a black & white picture 
$  
$  Each line contains pixel data, one number per pixel
$  
$  Each number indicates the amount of black ink on a scale of 0-1000
$  
267,263,255,251,251,255,263,267,259,259,263,267,267,271,275,275,263,263,263,263,259,255,259,259,271,271,271,275,271,271,275,275,271,271,271,267,263,267,271,279,279,271,271,267,263,263,259,263,267,271,271,271,267,267,267,271,271,267,267,271,279,283,291,302,291,287,275,267,271,271,267,259,275,271,263,251,248,244,232,216,208,224,236,232,228,248,251,255,240,232,193,173,208,255,291,302,306,267,248,212,216,169,165,173,169,193,193,185,200,208,189,173,177,181,173,173,177,173,165,177,177,185,189,173,181,189,189,169,165,161,173,181,169,165,165,157,153,157,161,153,142,142,153,169,161,153,142,146,153,157,161,157,153,157,153,153,157,157,153,150,150,150,150,150,150,150,153,153,157,157,161,157,157,153,150,150,157,153,146,138,134,134,134,138,134,134,138,138,138,134,134,130,130,130,134,138,142,146,146,142,142,142,142,142,138,138
275,271,263,255,251,255,263,267,259,259,263,267,267,271,275,275,263,267,267,263,259,259,259,263,267,267,267,271,267,267,271,271,267,267,267,267,267,267,275,279,271,275,267,263,263,259,263,263,263,263,267,263,263,263,267,267,267,267,275,275,275,275,279,291,287,283,275,267,267,267,271,271,275,271,263,255,251,248,232,216,193,220,248,240,236,244,255,259,255,232,185,165,208,263,306,330,334,330,275,216,197,208,193,169,161,173,181,193,204,185,165,169,204,216,197,169,165,169,173,177,173,169,169,177,185,189,185,181,181,169,173,177,169,169,173,165,161,157,153,150,150,153,157,161,165,157,150,153,153,157,157,157,157,153,153,153,153,153,153,150,153,146,146,146,146,150,150,150,157,157,161,153,157,153,153,153,157,153,146,142,138,138,138,142,138,138,138,138,138,134,134,130,130,130,134,138,142,146,142,142,138,138,138,138,138,134
283,279,267,255,251,255,259,267,259,259,263,267,267,271,275,275,263,267,267,263,263,263,263,267,263,263,263,267,263,263,267,267,263,263,263,263,263,267,267,271,271,267,263,259,259,259,259,255,255,259,259,259,259,259,263,267,263,267,271,275,271,263,271,287,279,279,279,271,267,267,271,275,271,267,263,255,248,248,236,224,220,244,259,248,244,255,271,283,283,259,224,224,255,279,283,299,318,369,326,240,177,224,212,181,173,177,200,236,240,197,169,189,212,236,224,181,173,185,189,189,200,185,185,200,208,204,197,193,197,177,173,177,165,165,169,161,165,157,146,150,157,161,161,153,161,161,157,153,157,153,153,153,157,153,153,153,153,153,153,150,150,150,150,146,146,146,150,150,157,153,153,153,150,153,150,150,153,150,146,142,138,138,142,142,138,138,142,138,134,130,130,130,130,130,134,138,146,146,142,138,134,134,134,138,138,134
283,275,263,255,251,255,259,263,259,259,263,267,267,271,275,275,267,267,267,267,263,267,267,271,267,267,267,271,267,267,271,271,263,263,263,263,263,263,267,267,267,267,259,255,255,255,251,251,251,255,255,255,251,255,259,263,267,263,263,267,267,267,275,287,275,279,287,287,287,283,275,267,263,263,259,251,255,263,259,251,259,267,255,240,240,267,302,326,318,302,287,299,310,291,267,263,334,412,424,346,255,267,275,263,244,232,228,244,236,193,177,204,251,283,283,259,248,244,236,236,244,232,224,232,240,248,240,236,216,189,181,181,173,169,161,153,161,153,150,157,165,169,161,153,161,165,161,157,153,150,150,150,153,150,150,150,150,150,150,150,153,153,153,150,153,150,150,153,150,150,150,150,146,146,150,150,146,142,138,138,134,138,138,138,142,142,138,138,134,130,130,130,130,130,134,138,142,142,138,134,134,134,134,138,138,138
275,267,259,251,248,251,259,263,259,263,263,267,267,271,271,275,267,267,267,267,267,267,271,275,267,267,267,271,267,267,271,271,259,259,259,259,263,263,259,259,259,263,259,255,251,255,255,255,255,255,251,251,248,248,251,255,263,255,255,263,271,271,275,275,271,275,291,302,314,302,283,263,263,259,251,251,267,283,283,279,283,271,251,240,251,291,338,361,350,342,334,346,350,330,310,330,397,444,491,436,357,310,342,346,369,346,314,295,279,240,224,240,295,318,326,318,310,287,267,271,275,295,310,306,318,338,334,314,267,216,185,173,169,165,169,165,157,157,161,165,173,173,165,157,161,165,169,165,157,153,153,157,153,153,153,153,150,150,150,150,146,146,150,150,150,150,153,153,150,150,150,150,150,150,150,150,146,146,142,142,142,142,142,146,142,142,138,142,138,134,134,134,134,138,138,142,146,146,142,138,138,138,142,142,146,146
263,259,255,248,248,251,259,263,263,263,263,267,267,271,271,271,267,267,267,267,267,267,271,271,267,267,267,271,267,267,271,271,271,271,263,267,267,263,259,255,259,255,259,255,255,255,251,255,251,251,248,244,244,244,248,251,255,255,255,267,279,279,275,267,275,275,287,299,314,306,279,255,263,255,251,263,287,302,306,302,314,291,279,283,306,338,365,385,389,393,393,397,393,381,400,440,467,448,475,436,393,334,365,373,408,404,397,400,400,350,291,263,306,322,330,342,346,330,310,314,334,385,420,420,432,459,455,432,330,263,200,173,153,161,173,173,157,161,165,173,173,173,165,161,165,169,169,169,165,157,157,161,153,153,150,150,146,146,146,146,138,138,138,138,142,146,146,146,153,153,153,153,153,153,153,157,153,150,150,150,150,150,150,150,150,146,146,142,142,142,142,142,138,138,138,138,142,142,142,138,138,138,142,142,146,146
259,259,255,251,251,251,255,259,263,263,263,267,267,271,271,271,267,267,267,267,263,263,267,271,267,267,267,271,267,267,271,271,271,271,271,271,275,271,267,263,263,255,255,255,255,255,255,251,251,251,251,248,244,248,251,259,255,255,255,263,271,283,295,306,302,299,302,314,314,310,295,279,287,279,283,299,326,346,346,326,334,326,322,334,369,389,404,408,424,444,448,436,416,416,467,526,542,491,479,463,428,412,436,436,416,424,451,495,506,440,338,279,346,369,381,397,424,428,408,397,404,451,487,495,487,506,514,506,416,326,244,204,177,165,173,173,157,161,157,161,165,165,165,165,165,165,161,161,157,161,157,157,150,150,150,146,138,138,138,138,138,134,134,134,134,142,142,142,146,146,150,153,150,153,157,157,150,150,150,150,150,150,150,150,150,150,146,142,138,138,142,146,142,138,138,138,138,142,142,142,138,138,138,142,142,146
259,259,255,251,251,255,255,255,263,263,263,267,267,271,271,271,267,267,267,267,263,263,267,271,263,263,263,267,263,263,267,267,267,267,267,271,275,275,271,263,259,259,255,251,251,251,251,251,248,248,248,244,244,248,255,259,263,259,255,251,259,283,322,361,353,346,338,334,330,326,318,306,326,326,326,342,373,397,377,357,330,330,334,365,397,424,440,444,444,467,459,424,397,416,499,585,589,546,510,506,455,495,518,510,502,487,502,553,581,514,408,353,397,432,455,467,499,514,483,448,455,479,499,495,475,475,491,506,487,393,306,259,220,185,177,165,161,153,146,150,153,161,165,165,165,161,157,153,150,150,150,150,146,146,146,142,134,130,130,134,138,138,134,134,138,138,142,142,138,142,142,146,146,150,153,153,146,146,146,146,146,146,142,142,146,146,142,138,138,138,138,138,142,138,130,130,134,138,138,138,130,130,134,138,142,142
259,255,251,251,251,251,255,259,263,263,263,267,267,267,267,267,267,267,263,263,267,271,267,263,259,259,263,263,259,255,255,255,259,259,263,267,267,271,271,263,263,259,251,248,248,244,248,248,251,248,244,244,248,251,251,255,240,255,267,255,255,310,381,424,428,412,389,365,361,361,365,369,361,377,385,400,393,385,400,381,346,326,350,377,404,479,534,510,495,463,432,400,377,389,475,577,600,569,538,538,510,495,553,585,577,569,538,538,569,538,463,424,455,475,483,495,538,557,518,467,471,471,451,428,420,416,432,467,499,483,416,346,244,212,169,142,157,177,153,142,161,157,150,173,161,157,153,150,150,146,138,138,142,142,138,134,126,126,130,134,134,134,134,134,134,134,134,134,134,130,134,138,146,146,146,146,146,142,142,142,146,146,142,138,142,142,138,138,138,138,138,138,142,138,134,134,138,142,138,138,142,142,142,142,142,142
259,255,251,251,251,251,255,259,263,263,267,267,267,271,271,271,267,267,263,267,267,271,267,263,259,259,263,259,255,255,259,259,259,259,263,259,267,271,267,259,259,259,255,248,248,248,248,248,248,244,244,244,248,248,244,244,244,244,251,259,283,350,428,467,475,471,459,436,408,397,397,404,408,412,412,412,389,389,432,424,404,400,436,467,495,565,608,593,546,483,416,389,385,412,479,553,600,581,573,593,569,546,573,589,593,573,553,569,589,550,506,499,506,506,502,530,573,569,530,506,463,448,408,369,365,377,404,444,499,518,491,420,295,244,197,165,169,181,169,153,161,161,157,161,157,157,153,150,142,138,134,130,138,138,134,130,126,126,130,134,130,130,130,130,126,130,130,130,130,126,130,138,142,142,142,146,138,134,134,138,142,142,138,138,138,138,138,138,138,138,138,138,138,138,134,138,142,142,142,142,142,142,142,142,142,142
